student_id,state,category,gender,quota,12th_percentage,entrance_score,effective_score,extracurriculars,preferences_count,assigned_college,admission_chance
S1637,Maharashtra,GEN,Female,None,59.9,177,177,2,5,Regional Engineering College,0.561
S1638,Rajasthan,EWS,Male,None,46.59,129,129,1,3,Local Government College,0.473
S1639,Karnataka,GEN,Male,TFW,90.77,212,212,3,4,State Tech University,0.65
S1640,Gujarat,OBC,Female,None,64.91,185,185,1,9,State Tech University,0.527
S1641,Uttar Pradesh,GEN,Male,None,69.27,178,178,3,5,Regional Engineering College,0.565
S1642,Rajasthan,SC,Other,None,77.32,233,233,0,4,NIT Example,0.675
S1643,Haryana,SC,Female,None,83.69,173,173,3,10,State Tech University,0.473
S1644,Gujarat,GEN,Male,None,79.93,221,221,2,6,NIT Example,0.621
S1645,Maharashtra,OBC,Other,None,75.41,154,154,0,4,Regional Engineering College,0.456
S1646,Tamil Nadu,GEN,Other,None,69.37,218,218,3,7,State Tech University,0.677
S1647,Tamil Nadu,GEN,Male,TFW,84.45,242,242,1,5,NIT Example,0.716
S1648,Rajasthan,SC,Male,None,50.58,122,122,2,10,Local Government College,0.441
S1649,Karnataka,OBC,Female,None,78.27,202,202,2,4,State Tech University,0.605
S1650,Uttar Pradesh,EWS,Female,None,74.73,174,174,3,5,State Tech University,0.477
S1651,Maharashtra,OBC,Female,None,89.24,184,184,3,5,State Tech University,0.523
S1652,Uttar Pradesh,OBC,Male,None,65.9,160,160,2,3,Regional Engineering College,0.484
S1653,Karnataka,EWS,Female,None,75.52,213,213,2,5,NIT Example,0.585
S1654,Rajasthan,EWS,Female,None,99.0,243,243,7,3,NIT Example,0.721
S1655,Delhi,OBC,Male,None,73.92,204,204,3,8,State Tech University,0.614
S1656,Gujarat,OBC,Female,None,76.7,241,241,2,3,NIT Example,0.712
S1657,Uttar Pradesh,GEN,Male,NRI,59.76,184,144,2,6,Local Government College,0.541
S1658,Tamil Nadu,OBC,Male,None,95.88,251,251,2,5,IIT Example,0.727
S1659,Rajasthan,GEN,Male,None,88.28,172,172,2,5,Regional Engineering College,0.538
S1660,Rajasthan,OBC,Female,None,59.58,154,154,0,5,Regional Engineering College,0.456
S1661,Uttar Pradesh,GEN,Female,Defence,76.93,216,226,4,6,NIT Example,0.644
S1662,Gujarat,OBC,Female,None,79.85,204,204,2,5,State Tech University,0.614
S1663,Rajasthan,SC,Male,None,63.8,140,140,2,9,Regional Engineering College,0.393
S1664,Maharashtra,EWS,Male,None,72.74,180,180,1,4,State Tech University,0.505
S1665,Rajasthan,GEN,Female,None,78.5,238,238,0,8,NIT Example,0.698
S1666,Delhi,GEN,Female,None,51.99,98,98,0,4,Community College,0.482
S1667,Rajasthan,EWS,Male,TFW,89.28,258,258,2,4,IIT Example,0.759
S1668,Tamil Nadu,OBC,Female,None,83.63,262,262,3,10,IIT Example,0.777
S1669,Karnataka,OBC,Female,NRI,98.8,257,217,4,7,NIT Example,0.603
S1670,Karnataka,ST,Male,TFW,71.1,183,183,4,9,State Tech University,0.518
S1671,Tamil Nadu,GEN,Female,Defence,77.2,179,189,2,9,State Tech University,0.545
S1672,Haryana,OBC,Male,None,73.07,207,207,3,5,State Tech University,0.627
S1673,Tamil Nadu,GEN,Female,None,95.24,239,239,1,8,NIT Example,0.703
S1674,Uttar Pradesh,OBC,Male,None,74.89,171,171,3,10,State Tech University,0.464
S1675,Gujarat,SC,Female,None,74.17,240,240,3,9,IIT Example,0.677
S1676,Uttar Pradesh,GEN,Female,TFW,73.13,188,188,2,9,State Tech University,0.541
S1677,Gujarat,SC,Female,None,66.41,200,200,1,6,NIT Example,0.525
S1678,Karnataka,GEN,Male,None,69.52,189,189,3,10,State Tech University,0.545
S1679,Maharashtra,EWS,Male,None,62.4,137,137,1,5,Local Government College,0.509
S1680,Haryana,OBC,Female,None,77.69,153,153,3,4,Regional Engineering College,0.452
S1681,Rajasthan,GEN,Male,None,79.26,160,160,0,3,Regional Engineering College,0.484
S1682,Rajasthan,OBC,Female,None,73.19,170,170,2,3,State Tech University,0.459
S1683,Haryana,EWS,Female,NRI,80.7,227,187,3,6,State Tech University,0.536
S1684,Tamil Nadu,GEN,Female,None,99.0,275,275,7,3,IIT Example,0.836
S1685,Rajasthan,OBC,Male,Defence,74.56,150,160,3,8,Regional Engineering College,0.484
S1686,Uttar Pradesh,SC,Female,NRI,85.22,198,158,1,7,Regional Engineering College,0.475
S1687,Delhi,OBC,Male,None,65.13,137,137,3,9,Local Government College,0.509
S1688,Uttar Pradesh,ST,Female,TFW,68.97,208,208,2,3,NIT Example,0.562
S1689,Haryana,ST,Female,None,78.24,225,225,1,3,NIT Example,0.639
S1690,Haryana,GEN,Male,None,67.6,148,148,5,5,Local Government College,0.559
S1691,Rajasthan,GEN,Male,None,81.75,181,181,3,4,State Tech University,0.509
S1692,Tamil Nadu,GEN,Female,None,89.46,236,236,1,7,NIT Example,0.689
S1693,Uttar Pradesh,OBC,Male,None,79.49,229,229,1,5,NIT Example,0.657
S1694,Delhi,GEN,Male,None,85.15,212,212,1,5,State Tech University,0.65
S1695,Tamil Nadu,GEN,Male,None,81.38,223,223,2,6,NIT Example,0.63
S1696,Karnataka,GEN,Male,None,90.39,236,236,1,8,NIT Example,0.689
S1697,Maharashtra,GEN,Male,None,75.53,150,150,5,7,Regional Engineering College,0.438
S1698,Karnataka,GEN,Female,None,73.68,186,186,3,5,State Tech University,0.532
S1699,Gujarat,SC,Female,None,52.5,165,165,3,9,State Tech University,0.436
S1700,Tamil Nadu,GEN,Male,None,99.0,213,213,4,5,State Tech University,0.655
S1701,Gujarat,OBC,Female,None,64.24,91,91,0,8,Community College,0.45
S1702,Rajasthan,EWS,Female,None,61.39,185,185,2,7,State Tech University,0.527
S1703,Delhi,OBC,Female,None,57.91,138,138,1,5,Local Government College,0.514
S1704,Tamil Nadu,GEN,Female,NRI,60.26,157,117,2,6,Community College,0.568
S1705,Rajasthan,GEN,Female,None,65.73,169,169,2,5,Regional Engineering College,0.525
S1706,Uttar Pradesh,EWS,Female,None,84.69,221,221,2,6,NIT Example,0.621
S1707,Karnataka,GEN,Male,Defence,84.31,207,217,3,5,State Tech University,0.673
S1708,Rajasthan,GEN,Male,NRI,62.24,187,147,1,9,Local Government College,0.555
S1709,Rajasthan,OBC,Female,Defence,64.08,185,195,0,6,State Tech University,0.573
S1710,Gujarat,GEN,Male,None,65.15,182,182,0,3,State Tech University,0.514
S1711,Delhi,GEN,Male,TFW,67.6,142,142,1,9,Local Government College,0.532
S1712,Uttar Pradesh,GEN,Male,None,60.83,129,129,2,3,Local Government College,0.473
S1713,Gujarat,GEN,Male,TFW,79.08,198,198,1,4,State Tech University,0.586
S1714,Rajasthan,GEN,Female,None,79.42,227,227,2,7,NIT Example,0.648
S1715,Karnataka,GEN,Male,None,73.86,235,235,5,5,NIT Example,0.685
S1716,Gujarat,GEN,Female,None,98.02,246,246,4,8,NIT Example,0.735
S1717,Uttar Pradesh,OBC,Male,None,70.68,199,199,0,4,State Tech University,0.591
S1718,Tamil Nadu,OBC,Female,None,70.95,168,168,4,6,Regional Engineering College,0.52
S1719,Uttar Pradesh,OBC,Female,None,75.27,138,138,0,8,Local Government College,0.514
S1720,Delhi,SC,Other,None,62.29,149,149,3,5,Regional Engineering College,0.434
S1721,Maharashtra,GEN,Male,None,95.71,251,251,3,8,NIT Example,0.757
S1722,Gujarat,GEN,Female,TFW,77.47,182,182,1,4,State Tech University,0.514
S1723,Haryana,GEN,Female,None,95.94,300,300,0,3,IIT Example,0.95
S1724,Tamil Nadu,OBC,Female,None,86.09,260,260,1,3,IIT Example,0.768
S1725,Maharashtra,SC,Female,None,77.86,247,247,1,9,IIT Example,0.709
S1726,Haryana,OBC,Female,Defence,82.33,217,227,1,5,NIT Example,0.648
S1727,Haryana,SC,Male,None,86.73,223,223,0,9,NIT Example,0.63
S1728,Delhi,GEN,Male,None,87.19,216,216,2,3,State Tech University,0.668
S1729,Haryana,OBC,Female,None,60.0,165,165,1,6,Regional Engineering College,0.506
S1730,Delhi,OBC,Female,None,50.41,121,121,0,3,Local Government College,0.436
S1731,Uttar Pradesh,GEN,Female,TFW,82.32,213,213,0,7,State Tech University,0.655
S1732,Tamil Nadu,GEN,Female,None,91.68,271,271,1,6,IIT Example,0.818
S1733,Uttar Pradesh,OBC,Male,None,98.15,256,256,2,8,IIT Example,0.75
S1734,Gujarat,GEN,Female,None,79.11,253,253,1,5,NIT Example,0.766
S1735,Rajasthan,ST,Male,Defence,85.26,228,238,3,3,IIT Example,0.668
S1736,Gujarat,GEN,Female,None,56.61,118,118,2,3,Community College,0.573
S1737,Karnataka,SC,Female,TFW,66.3,149,149,1,7,Regional Engineering College,0.434
S1738,Uttar Pradesh,SC,Male,None,68.84,191,191,2,9,State Tech University,0.555
S1739,Tamil Nadu,GEN,Female,None,61.97,161,161,2,5,Regional Engineering College,0.488
S1740,Haryana,GEN,Male,None,74.49,134,134,1,5,Local Government College,0.495
S1741,Uttar Pradesh,OBC,Female,None,71.91,185,185,1,7,State Tech University,0.527
S1742,Maharashtra,GEN,Female,None,76.5,189,189,3,6,State Tech University,0.545
S1743,Karnataka,GEN,Male,None,85.68,249,249,2,9,NIT Example,0.748
S1744,Karnataka,SC,Male,None,79.76,211,211,2,3,NIT Example,0.575
S1745,Karnataka,GEN,Male,None,72.91,172,172,2,3,Regional Engineering College,0.538
S1746,Tamil Nadu,GEN,Male,None,86.93,232,232,0,3,NIT Example,0.671
S1747,Maharashtra,EWS,Male,None,61.98,152,152,1,8,Regional Engineering College,0.447
S1748,Karnataka,GEN,Female,None,60.08,180,180,2,10,State Tech University,0.505
S1749,Tamil Nadu,GEN,Male,None,70.5,182,182,2,7,State Tech University,0.514
S1750,Karnataka,GEN,Male,None,71.15,161,161,4,4,Regional Engineering College,0.488
S1751,Rajasthan,GEN,Female,None,65.37,157,157,1,9,Regional Engineering College,0.47
S1752,Rajasthan,GEN,Female,None,99.0,278,278,2,9,IIT Example,0.85
S1753,Karnataka,OBC,Other,None,77.96,235,235,1,7,NIT Example,0.685
S1754,Gujarat,GEN,Male,None,83.54,192,192,3,4,State Tech University,0.559
S1755,Maharashtra,OBC,Male,None,70.97,156,156,2,5,Regional Engineering College,0.465
S1756,Rajasthan,GEN,Female,None,50.18,132,132,1,7,Local Government College,0.486
S1757,Gujarat,ST,Male,None,86.34,210,210,2,8,NIT Example,0.571
S1758,Delhi,SC,Female,None,64.5,129,129,4,3,Local Government College,0.473
S1759,Tamil Nadu,SC,Male,None,93.24,189,189,2,10,State Tech University,0.545
S1760,Haryana,SC,Male,None,81.85,228,228,2,7,NIT Example,0.653
S1761,Tamil Nadu,GEN,Other,None,62.64,150,150,0,9,Regional Engineering College,0.438
S1762,Gujarat,GEN,Male,None,50.39,113,113,1,9,Community College,0.55
S1763,Gujarat,GEN,Female,TFW,69.94,197,197,1,9,State Tech University,0.582
S1764,Rajasthan,OBC,Female,None,57.0,148,148,1,6,Regional Engineering College,0.429
S1765,Rajasthan,GEN,Female,None,86.26,243,243,3,6,NIT Example,0.721
S1766,Karnataka,GEN,Male,Defence,68.27,164,174,0,3,Regional Engineering College,0.547
S1767,Gujarat,OBC,Female,TFW,79.92,192,192,4,3,State Tech University,0.559
S1768,Gujarat,GEN,Female,None,61.42,181,181,3,5,State Tech University,0.509
S1769,Delhi,OBC,Female,None,72.65,202,202,0,9,State Tech University,0.605
S1770,Uttar Pradesh,GEN,Male,None,93.91,242,242,1,4,NIT Example,0.716
S1771,Tamil Nadu,GEN,Male,Defence,78.99,172,182,2,8,State Tech University,0.514
S1772,Maharashtra,OBC,Female,None,81.93,182,182,3,5,State Tech University,0.514
S1773,Maharashtra,GEN,Male,None,62.8,150,150,3,3,Regional Engineering College,0.438
S1774,Rajasthan,GEN,Male,None,56.44,179,179,4,7,Regional Engineering College,0.57
S1775,Haryana,GEN,Male,None,70.15,182,182,1,3,State Tech University,0.514
S1776,Delhi,GEN,Male,None,99.0,270,270,5,5,IIT Example,0.814
S1777,Tamil Nadu,GEN,Female,None,79.63,186,186,5,10,State Tech University,0.532
S1778,Delhi,ST,Female,None,84.72,202,202,4,9,NIT Example,0.535
S1779,Tamil Nadu,GEN,Male,None,90.6,200,200,2,5,State Tech University,0.595
S1780,Uttar Pradesh,GEN,Male,None,92.61,240,240,3,4,NIT Example,0.707
S1781,Haryana,OBC,Female,None,85.7,217,217,2,9,NIT Example,0.603
S1782,Tamil Nadu,GEN,Male,None,84.85,197,197,5,7,State Tech University,0.582
S1783,Karnataka,GEN,Male,None,88.27,222,222,2,8,NIT Example,0.625
S1784,Maharashtra,GEN,Male,None,77.32,202,202,0,6,State Tech University,0.605
S1785,Maharashtra,SC,Male,None,87.88,233,233,1,3,NIT Example,0.675
S1786,Uttar Pradesh,GEN,Female,None,52.09,152,152,1,10,Regional Engineering College,0.447
S1787,Maharashtra,GEN,Male,None,84.03,219,219,2,8,State Tech University,0.682
S1788,Delhi,EWS,Female,None,58.91,145,145,2,9,Regional Engineering College,0.415
S1789,Gujarat,EWS,Female,None,54.33,144,144,1,9,Regional Engineering College,0.411
S1790,Karnataka,OBC,Female,None,92.04,218,218,2,9,NIT Example,0.607
S1791,Haryana,OBC,Female,None,81.92,208,208,0,5,State Tech University,0.632
S1792,Haryana,GEN,Female,TFW,83.65,225,225,2,6,NIT Example,0.639
S1793,Uttar Pradesh,SC,Female,None,69.62,186,186,3,5,State Tech University,0.532
S1794,Gujarat,GEN,Male,None,86.55,254,254,1,9,NIT Example,0.771
S1795,Maharashtra,ST,Female,None,74.29,187,187,1,6,State Tech University,0.536
S1796,Karnataka,EWS,Female,Defence,72.68,207,217,1,4,NIT Example,0.603
S1797,Maharashtra,GEN,Female,None,82.7,208,208,0,4,State Tech University,0.632
S1798,Haryana,GEN,Male,TFW,63.0,218,218,1,5,State Tech University,0.677
S1799,Karnataka,GEN,Male,None,54.83,130,130,4,5,Local Government College,0.477
S1800,Haryana,GEN,Male,None,67.19,166,166,5,10,Regional Engineering College,0.511
S1801,Tamil Nadu,ST,Female,None,62.99,142,142,1,8,Regional Engineering College,0.402
S1802,Delhi,GEN,Female,TFW,40.8,119,119,2,5,Community College,0.577
S1803,Haryana,GEN,Female,TFW,66.76,160,160,3,8,Regional Engineering College,0.484
S1804,Karnataka,OBC,Female,None,80.74,173,173,3,3,State Tech University,0.473
S1805,Maharashtra,SC,Male,None,95.51,261,261,0,3,IIT Example,0.773
S1806,Tamil Nadu,SC,Male,None,68.02,186,186,0,9,State Tech University,0.532
S1807,Karnataka,GEN,Female,None,73.93,174,174,1,8,Regional Engineering College,0.547
S1808,Haryana,OBC,Female,None,58.01,183,183,4,4,State Tech University,0.518
S1809,Karnataka,GEN,Male,TFW,60.67,132,132,0,9,Local Government College,0.486
S1810,Rajasthan,GEN,Male,None,72.51,221,221,2,10,NIT Example,0.621
S1811,Uttar Pradesh,OBC,Male,None,58.92,141,141,1,3,Regional Engineering College,0.397
S1812,Tamil Nadu,EWS,Male,None,79.67,177,177,2,3,State Tech University,0.491
S1813,Rajasthan,GEN,Female,None,90.06,251,251,5,10,NIT Example,0.757
S1814,Uttar Pradesh,GEN,Female,TFW,70.57,177,177,1,9,Regional Engineering College,0.561
S1815,Delhi,GEN,Male,None,78.61,223,223,1,7,NIT Example,0.63
S1816,Rajasthan,GEN,Female,None,78.59,222,222,2,9,NIT Example,0.625
S1817,Uttar Pradesh,OBC,Male,None,64.13,170,170,1,4,State Tech University,0.459
S1818,Rajasthan,GEN,Female,None,78.76,167,167,2,8,Regional Engineering College,0.515
S1819,Rajasthan,OBC,Female,None,85.92,221,221,2,9,NIT Example,0.621
S1820,Gujarat,ST,Female,None,92.95,234,234,2,6,NIT Example,0.68
S1821,Karnataka,SC,Female,None,76.06,185,185,1,8,State Tech University,0.527
S1822,Maharashtra,GEN,Male,None,90.78,263,263,6,8,IIT Example,0.782
S1823,Karnataka,SC,Female,None,71.76,151,151,0,3,Regional Engineering College,0.443
S1824,Haryana,EWS,Female,None,75.72,204,204,3,4,State Tech University,0.614
S1825,Maharashtra,GEN,Female,None,93.06,261,261,2,5,IIT Example,0.773
S1826,Rajasthan,GEN,Male,None,68.29,166,166,3,3,Regional Engineering College,0.511
S1827,Gujarat,SC,Male,NRI,94.17,260,220,1,4,NIT Example,0.616
S1828,Haryana,OBC,Male,None,75.96,205,205,3,8,State Tech University,0.618
S1829,Rajasthan,OBC,Female,None,76.03,154,154,1,5,Regional Engineering College,0.456
S1830,Haryana,GEN,Male,None,74.13,239,239,0,9,NIT Example,0.703
S1831,Rajasthan,GEN,Female,None,65.42,175,175,1,7,Regional Engineering College,0.552
S1832,Karnataka,EWS,Female,None,80.51,201,201,1,3,State Tech University,0.6
S1833,Rajasthan,GEN,Female,None,74.65,227,227,4,4,NIT Example,0.648
S1834,Haryana,OBC,Female,None,66.51,228,228,0,9,NIT Example,0.653
S1835,Uttar Pradesh,GEN,Male,None,85.42,270,270,1,6,IIT Example,0.814
S1836,Haryana,EWS,Male,None,84.6,218,218,4,10,NIT Example,0.607
S1837,Rajasthan,ST,Female,None,71.25,211,211,2,9,NIT Example,0.575
S1838,Maharashtra,ST,Female,None,57.7,138,138,3,7,Regional Engineering College,0.384
S1839,Delhi,GEN,Female,TFW,68.79,237,237,2,6,NIT Example,0.694
S1840,Maharashtra,ST,Male,None,53.26,114,114,2,5,Local Government College,0.405
S1841,Gujarat,SC,Female,None,75.5,167,167,1,8,State Tech University,0.445
S1842,Gujarat,GEN,Female,None,98.11,227,227,3,9,NIT Example,0.648
S1843,Uttar Pradesh,OBC,Male,None,92.81,208,208,3,9,State Tech University,0.632
S1844,Tamil Nadu,ST,Male,None,79.11,181,181,1,9,State Tech University,0.509
S1845,Gujarat,OBC,Male,None,71.87,196,196,3,5,State Tech University,0.577
S1846,Karnataka,OBC,Female,None,76.52,159,159,1,7,Regional Engineering College,0.479
S1847,Tamil Nadu,EWS,Male,None,64.1,154,154,2,9,Regional Engineering College,0.456
S1848,Maharashtra,OBC,Female,None,75.95,190,190,2,4,State Tech University,0.55
S1849,Rajasthan,GEN,Female,Defence,85.38,225,235,3,8,NIT Example,0.685
S1850,Tamil Nadu,GEN,Female,None,78.25,187,187,3,6,State Tech University,0.536
S1851,Rajasthan,SC,Female,None,96.72,261,261,2,5,IIT Example,0.773
S1852,Maharashtra,OBC,Female,None,50.13,134,134,5,10,Local Government College,0.495
S1853,Karnataka,GEN,Male,NRI,68.65,197,157,1,4,Regional Engineering College,0.47
S1854,Karnataka,OBC,Male,None,51.18,126,126,2,9,Local Government College,0.459
S1855,Karnataka,OBC,Male,None,82.93,211,211,0,4,NIT Example,0.575
S1856,Uttar Pradesh,OBC,Male,None,75.5,262,262,1,10,IIT Example,0.777
S1857,Tamil Nadu,GEN,Male,None,88.84,260,260,3,3,IIT Example,0.768
S1858,Karnataka,EWS,Other,None,46.25,103,103,2,3,Community College,0.505
S1859,Tamil Nadu,OBC,Male,None,79.28,204,204,0,3,State Tech University,0.614
S1860,Maharashtra,OBC,Female,None,74.54,214,214,3,8,NIT Example,0.589
S1861,Karnataka,ST,Male,None,53.92,108,108,2,4,Local Government College,0.377
S1862,Tamil Nadu,GEN,Female,TFW,72.93,166,166,0,8,Regional Engineering College,0.511
S1863,Delhi,OBC,Female,None,62.83,171,171,1,9,State Tech University,0.464
S1864,Uttar Pradesh,GEN,Male,None,88.68,201,201,4,7,State Tech University,0.6
S1865,Rajasthan,GEN,Female,None,72.57,193,193,4,5,State Tech University,0.564
S1866,Uttar Pradesh,EWS,Female,NRI,71.72,201,161,3,9,Regional Engineering College,0.488
S1867,Delhi,SC,Female,None,78.37,249,249,1,9,IIT Example,0.718
S1868,Uttar Pradesh,OBC,Male,None,64.1,181,181,2,4,State Tech University,0.509
S1869,Haryana,GEN,Male,None,69.07,142,142,1,9,Local Government College,0.532
S1870,Delhi,OBC,Female,TFW,79.66,224,224,1,8,NIT Example,0.635
S1871,Rajasthan,GEN,Male,None,64.44,180,180,2,5,State Tech University,0.505
S1872,Gujarat,GEN,Male,None,86.12,214,214,0,5,State Tech University,0.659
S1873,Gujarat,GEN,Male,None,61.69,165,165,3,8,Regional Engineering College,0.506
S1874,Uttar Pradesh,OBC,Female,NRI,75.46,215,175,3,4,State Tech University,0.482
S1875,Rajasthan,GEN,Male,None,71.93,218,218,0,7,State Tech University,0.677
S1876,Karnataka,OBC,Female,None,68.48,209,209,0,9,State Tech University,0.636
S1877,Gujarat,SC,Male,None,85.51,230,230,3,10,NIT Example,0.662
S1878,Haryana,GEN,Male,None,88.93,220,220,2,10,NIT Example,0.616
S1879,Tamil Nadu,OBC,Female,None,84.08,212,212,3,3,NIT Example,0.58
S1880,Delhi,GEN,Female,None,75.65,163,163,4,3,Regional Engineering College,0.497
S1881,Haryana,GEN,Female,None,71.24,178,178,6,3,Regional Engineering College,0.565
S1882,Gujarat,OBC,Male,None,99.0,259,259,2,9,IIT Example,0.764
S1883,Delhi,GEN,Female,None,65.85,158,158,2,8,Regional Engineering College,0.475
S1884,Haryana,OBC,Male,None,82.35,175,175,1,10,State Tech University,0.482
S1885,Haryana,SC,Female,None,82.48,230,230,1,8,NIT Example,0.662
S1886,Karnataka,GEN,Male,None,68.92,185,185,2,4,State Tech University,0.527
S1887,Gujarat,SC,Female,None,99.0,229,229,3,4,NIT Example,0.657
S1888,Uttar Pradesh,SC,Female,None,71.94,193,193,0,3,State Tech University,0.564
S1889,Maharashtra,GEN,Female,None,69.81,236,236,2,7,NIT Example,0.689
S1890,Karnataka,GEN,Female,None,37.6,99,99,5,9,Community College,0.486
S1891,Delhi,OBC,Female,None,65.98,209,209,8,4,State Tech University,0.636
S1892,Tamil Nadu,GEN,Male,None,66.54,139,139,0,9,Local Government College,0.518
S1893,Haryana,OBC,Female,None,83.6,300,300,3,10,IIT Example,0.95
S1894,Haryana,EWS,Male,None,61.85,113,113,3,6,Local Government College,0.4
S1895,Karnataka,GEN,Male,None,79.1,215,215,0,6,State Tech University,0.664
S1896,Uttar Pradesh,OBC,Male,None,68.78,221,221,1,6,NIT Example,0.621
S1897,Maharashtra,OBC,Male,None,48.41,120,120,2,10,Local Government College,0.432
S1898,Karnataka,GEN,Female,None,77.06,215,215,1,8,State Tech University,0.664
S1899,Delhi,OBC,Female,None,78.73,179,179,1,4,State Tech University,0.5
S1900,Tamil Nadu,GEN,Male,Defence,55.2,161,171,0,6,Regional Engineering College,0.534
S1901,Rajasthan,GEN,Male,None,64.63,196,196,3,7,State Tech University,0.577
S1902,Karnataka,GEN,Female,None,62.95,187,187,0,6,State Tech University,0.536
S1903,Maharashtra,ST,Male,None,52.04,150,150,3,10,Regional Engineering College,0.438
S1904,Gujarat,GEN,Female,None,95.0,254,254,4,9,NIT Example,0.771
S1905,Uttar Pradesh,GEN,Female,None,92.45,228,228,1,3,NIT Example,0.653
S1906,Haryana,GEN,Male,None,84.98,240,240,1,9,NIT Example,0.707
S1907,Uttar Pradesh,GEN,Male,None,57.91,198,198,1,10,State Tech University,0.586
S1908,Rajasthan,GEN,Male,None,64.17,234,234,0,4,NIT Example,0.68
S1909,Uttar Pradesh,GEN,Female,None,92.38,257,257,5,6,NIT Example,0.785
S1910,Karnataka,OBC,Male,NRI,72.3,158,118,2,9,Local Government College,0.423
S1911,Rajasthan,GEN,Male,None,75.79,238,238,0,7,NIT Example,0.698
S1912,Haryana,GEN,Female,None,69.85,201,201,1,7,State Tech University,0.6
S1913,Delhi,SC,Male,None,84.46,231,231,4,10,NIT Example,0.666
S1914,Delhi,SC,Female,None,63.36,130,130,4,4,Regional Engineering College,0.347
S1915,Tamil Nadu,GEN,Female,None,70.94,214,214,4,3,State Tech University,0.659
S1916,Haryana,GEN,Male,Defence,70.48,191,201,3,4,State Tech University,0.6
S1917,Tamil Nadu,OBC,Female,None,80.15,227,227,2,10,NIT Example,0.648
S1918,Maharashtra,OBC,Male,None,58.32,148,148,2,3,Regional Engineering College,0.429
S1919,Delhi,SC,Female,None,59.12,142,142,6,5,Regional Engineering College,0.402
S1920,Karnataka,GEN,Female,None,61.02,118,118,3,10,Community College,0.573
S1921,Gujarat,EWS,Male,None,69.44,153,153,4,8,Regional Engineering College,0.452
S1922,Haryana,GEN,Male,None,76.11,228,228,1,10,NIT Example,0.653
S1923,Karnataka,GEN,Female,None,94.56,255,255,1,5,NIT Example,0.775
S1924,Rajasthan,SC,Female,None,79.75,204,204,3,10,NIT Example,0.544
S1925,Maharashtra,GEN,Female,Defence,86.1,228,238,2,8,NIT Example,0.698
S1926,Uttar Pradesh,SC,Male,TFW,80.32,213,213,5,4,NIT Example,0.585
S1927,Delhi,ST,Female,NRI,47.33,164,124,2,10,Local Government College,0.45
S1928,Tamil Nadu,GEN,Female,NRI,73.24,215,175,1,9,Regional Engineering College,0.552
S1929,Rajasthan,EWS,Male,None,68.06,184,184,2,8,State Tech University,0.523
S1930,Karnataka,GEN,Male,Defence,80.38,217,227,1,8,NIT Example,0.648
S1931,Delhi,GEN,Male,TFW,72.55,143,143,3,5,Local Government College,0.536
S1932,Haryana,OBC,Female,None,70.2,136,136,0,5,Local Government College,0.505
S1933,Delhi,OBC,Male,None,67.36,193,193,1,10,State Tech University,0.564
S1934,Maharashtra,GEN,Female,None,76.89,204,204,3,10,State Tech University,0.614
S1935,Delhi,GEN,Male,None,72.16,154,154,2,3,Regional Engineering College,0.456
S1936,Delhi,GEN,Female,None,96.24,281,281,2,5,IIT Example,0.864
S1937,Karnataka,OBC,Male,None,53.93,151,151,3,9,Regional Engineering College,0.443
S1938,Karnataka,GEN,Male,TFW,64.37,151,151,0,6,Regional Engineering College,0.443
S1939,Rajasthan,GEN,Female,None,84.34,191,191,1,7,State Tech University,0.555
S1940,Delhi,OBC,Male,None,79.05,222,222,2,8,NIT Example,0.625
S1941,Tamil Nadu,OBC,Male,None,80.5,181,181,4,6,State Tech University,0.509
S1942,Delhi,GEN,Male,TFW,82.8,198,198,1,10,State Tech University,0.586
S1943,Tamil Nadu,GEN,Female,None,69.4,169,169,2,5,Regional Engineering College,0.525
S1944,Haryana,OBC,Female,None,99.0,223,223,3,8,NIT Example,0.63
S1945,Haryana,GEN,Male,Defence,97.95,221,231,2,10,NIT Example,0.666
S1946,Maharashtra,ST,Male,None,61.96,173,173,3,4,State Tech University,0.473
S1947,Tamil Nadu,OBC,Male,None,94.57,227,227,2,8,NIT Example,0.648
S1948,Tamil Nadu,OBC,Female,NRI,53.64,166,126,3,3,Local Government College,0.459
S1949,Rajasthan,GEN,Female,None,58.53,144,144,1,10,Local Government College,0.541
S1950,Maharashtra,GEN,Male,Defence,87.58,206,216,3,4,State Tech University,0.668
S1951,Gujarat,OBC,Female,None,77.85,214,214,1,8,NIT Example,0.589
S1952,Maharashtra,GEN,Female,None,63.87,198,198,3,3,State Tech University,0.586
S1953,Uttar Pradesh,OBC,Female,Defence,69.06,154,164,2,5,Regional Engineering College,0.502
S1954,Uttar Pradesh,ST,Female,None,71.76,168,168,1,7,State Tech University,0.45
S1955,Maharashtra,SC,Female,None,71.92,174,174,3,4,State Tech University,0.477
S1956,Maharashtra,GEN,Female,None,69.31,188,188,5,6,State Tech University,0.541
S1957,Uttar Pradesh,GEN,Male,None,72.16,117,117,0,9,Community College,0.568
S1958,Maharashtra,ST,Male,None,75.73,245,245,0,5,IIT Example,0.7
S1959,Uttar Pradesh,SC,Female,None,56.36,150,150,0,10,Regional Engineering College,0.438
S1960,Karnataka,GEN,Female,None,59.05,134,134,5,6,Local Government College,0.495
S1961,Tamil Nadu,OBC,Female,None,73.87,221,221,2,10,NIT Example,0.621
S1962,Delhi,GEN,Male,None,78.2,230,230,2,8,NIT Example,0.662
